X746	X191	X20	X540	X277	X777	X28	X702	X53	X89	X56	X302	X75	X147	X423	X404	X182	X194	X45	X96	X169	X416	X148	X46	X203	X92	X357	X44	X199	X123	X701	X762	X17	X754	X581	X97	X662	X361	X637	X284	X195	X91	X415	X126	X234	X133	X542	X64	X205	X27	X98	X545	X497	X514	X141	X376	X504	X374	X420	X257	X693	X358	X690	X1	X680	X322	X705	X719	X745	X707	X706	X760	X767	X67	X174	X202	X87	X12	X38	X422	X40	X86	X691	X587	X150	X178	X30	X434	X654	X185	X172	X109	X47	X733	X445	X135	X519	X394	X58	X55	X217	X688	X245	X328	X642	X15	X332	X166	X81	X656	X37	X157	X175	X66	X678	X572	X740	X734	X73	X143	X8	X488	X421	X451	X80	X493	X10	X137	X52	X198	X187	X122	X667	X111	X744	X5	X120	X69	X285	X560	X505	X620	X13	X377	X176	X105	X651	X168	X145	X68	X671	X437	X119	X683	X742	X54	X681	X673	X262	X312	X522	X607	X290	X703	X65	X764	X293	X619	X769	X442	X23	X88	X39	X616	X739	X432	X72	X639	X121	X235	X435	X42	X93	X598	X173	X732	X11	X771	X84	X426	X193	X201	X186	X99	X76	X489	X31	X324	X29	X755
54	0	1	156	0	0	0	5	0	3	1	1	0	0	1	0	0	0	0	40	6	1	1	0	0	0	0	0	11	0	3	0	0	36	0	0	2	0	0	0	0	0	20	0	0	1	6	0	22	0	21	1	1	1	0	2	0	1	0	1	2	0	0	0	1475	0	0	0	0	0	0	0	0	0	5	13	8	21	891	21	0	55	1	0	1	1	0	35	0	0	0	2	0	9	0	4	4	0	0	0	19	1	0	0	0	0	257	0	0	12	0	11	4	4	7	0	0	0	0	9	0	746	0	1	0	5	1	244	0	18	0	0	5	0	3	0	625	3	4	0	0	0	0	239	0	0	4	0	0	0	5	0	0	0	0	0	28	1	0	1	1	0	0	0	0	8	0	1	0	0	0	236	16	65	0	0	0	1	0	2	0	0	23	11	0	0	0	230	0	24	0	1	0	1	5	1	0	143	3	126	0
55	0	1	114	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	30	9	5	0	3	0	0	0	0	7	0	0	0	0	29	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	9	2	0	0	0	0	1	0	0	0	0	0	0	0	1420	0	1	0	0	0	0	0	2	0	2	4	42	293	4331	9	1	18	3	0	0	0	0	72	0	0	0	0	1	3	2	0	2	0	0	0	1	0	0	1	0	0	60	0	0	2	0	10	0	0	0	0	0	0	0	4	0	480	0	0	0	1	0	49	1	2	0	0	4	0	2	0	141	1	3	0	0	3	0	94	0	0	1	0	0	0	7	0	0	0	0	0	12	0	0	0	0	0	0	1	0	3	0	0	0	0	2	371	10	40	0	0	0	4	0	3	0	0	26	3	0	1	0	369	0	17	0	3	0	0	3	0	0	309	0	121	0
56	0	2	177	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	35	7	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	27	0	26	10	0	1	2	3	0	0	0	0	0	0	1	0	2045	0	1	0	0	0	0	0	0	0	10	2	3	26	789	7	0	45	5	0	0	0	0	18	0	0	0	0	0	1	0	0	8	0	0	0	12	0	0	1	0	0	168	0	0	3	0	32	1	0	15	0	0	0	0	16	0	775	0	0	0	1	0	148	0	6	1	0	2	0	5	0	333	0	6	1	0	0	0	289	0	0	7	0	2	0	7	1	0	0	0	0	29	0	0	0	0	0	0	0	0	0	1	1	1	0	1	878	14	85	0	1	0	15	0	0	0	0	4	0	1	0	0	479	0	20	0	4	0	0	46	2	1	148	0	54	0
57	0	5	766	0	0	0	37	0	10	0	1	0	0	0	0	0	0	0	62	19	0	0	3	0	0	2	0	76	0	9	0	0	222	0	0	10	0	0	0	0	0	0	0	0	3	4	0	39	0	94	18	0	2	0	9	3	0	0	0	0	0	0	0	2923	0	0	0	0	0	0	0	0	0	36	0	1	25	569	285	1	91	25	0	0	8	0	57	0	0	0	0	3	26	0	0	0	0	0	0	29	2	0	1	1	1	396	1	6	28	0	43	0	0	8	0	0	0	0	9	0	974	0	0	0	2	0	515	1	18	4	3	8	0	5	0	729	4	13	0	0	0	0	473	0	0	20	0	23	7	41	1	0	0	0	0	39	1	0	0	0	0	0	1	0	62	1	1	0	0	2	413	11	63	0	0	0	8	0	14	4	0	148	4	0	0	0	308	0	17	0	0	0	3	19	74	2	620	0	154	0
58	0	0	75	0	0	0	17	0	5	0	0	0	0	0	0	0	7	5	54	22	2	0	10	0	0	0	0	11	0	2	0	0	36	0	0	3	0	0	0	0	0	0	0	0	0	2	0	3	0	10	3	0	1	0	0	0	0	0	0	0	0	1	0	1197	0	0	0	0	1	0	5	0	0	4	0	0	10	560	7	0	109	10	0	0	71	0	4	0	0	0	1	8	13	0	0	3	0	0	0	16	0	0	2	1	0	548	2	6	12	0	70	0	1	4	0	0	0	0	2	0	510	0	0	1	3	0	850	3	39	0	1	7	0	12	0	916	1	4	0	0	2	0	276	0	0	0	0	1	0	1	0	0	0	1	0	35	0	0	1	2	0	0	1	0	24	0	0	0	0	0	286	4	32	0	0	0	1	1	14	3	0	159	1	0	1	0	441	0	20	0	1	0	3	4	22	0	111	0	338	0
59	0	2	64	0	0	0	184	0	12	0	3	0	0	0	0	0	0	0	68	9	0	4	7	0	0	0	0	1	0	0	0	0	168	0	0	13	0	0	0	0	0	0	0	0	2	2	3	48	0	93	15	0	0	1	9	1	0	0	0	0	0	0	0	4553	1	2	0	0	1	0	0	0	0	2	0	3	16	714	17	0	4	2	0	0	0	0	48	0	0	0	0	2	34	0	1	14	0	0	0	52	0	0	1	1	1	592	5	5	13	0	31	0	1	31	1	0	0	0	14	0	1557	0	4	1	0	0	637	0	51	7	10	9	0	14	0	1605	14	50	2	0	4	0	1708	0	0	0	0	0	0	0	0	0	0	0	1	137	4	0	3	2	0	0	1	0	0	0	3	0	0	1	316	14	43	0	0	0	15	0	7	1	0	93	0	0	1	0	482	0	12	0	1	0	0	27	1	0	343	0	61	0
60	0	9	505	0	0	0	52	0	0	1	0	0	0	18	0	0	0	0	32	2	0	0	3	0	0	0	0	1	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	2	0	39	0	104	20	0	0	0	2	3	0	0	0	0	0	0	0	3568	0	2	0	0	0	0	0	0	0	1	0	0	10	134	64	1	7	0	0	0	0	18	11	0	0	0	0	3	49	0	0	2	2	0	8	28	3	0	1	0	0	270	2	1	17	0	52	0	3	16	1	0	0	0	29	0	1146	0	2	0	3	0	395	0	21	2	3	9	2	14	0	314	4	12	0	0	0	0	58	0	0	2	0	0	0	5	0	0	1	0	0	9	0	1	0	2	0	0	0	0	0	0	1	0	0	1	90	5	12	0	0	0	0	0	35	3	0	214	0	2	0	0	367	0	21	0	0	0	0	0	67	0	45	0	16	0
61	0	0	8	0	0	0	80	0	55	0	1	0	0	44	0	0	20	16	81	23	0	0	1	0	0	1	0	25	0	0	2	0	20	0	0	8	0	5	0	0	13	64	0	0	0	2	0	33	0	56	15	0	1	4	1	0	0	0	0	0	0	0	0	4797	0	1	0	0	0	0	0	0	0	180	0	0	0	704	554	1	416	108	0	0	0	0	226	0	1	5	369	114	239	0	0	22	0	0	0	0	0	0	0	0	0	17	0	0	0	0	2	21	0	0	0	1	0	0	11	0	1647	1	1	0	0	0	9	0	0	1	0	0	0	1	0	19	0	1	0	0	1	1	2128	0	0	5	0	0	0	17	2	80	0	0	0	207	0	0	0	0	0	0	0	0	3	0	8	0	0	1	543	30	198	1	0	0	84	1	42	0	0	145	183	5	4	2	2372	1	58	2	4	0	68	0	0	0	24	41	550	0
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	48	0	4	1	0	13	0	14	2	0	0	0	5	0	0	0	0	0	0	3	0	206	0	2	0	0	0	0	0	0	0	3	0	0	0	31	3	8	9	5	0	0	0	0	7	0	0	0	0	0	1	0	0	14	0	0	0	41	2	0	2	0	0	34	0	0	1	0	1	0	0	22	0	1	0	0	9	0	42	0	1	0	0	0	75	0	14	18	1	4	0	4	0	101	1	15	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	5	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	105	0	26	0	0	0	0	0	0	0	3	0	0	0
63	0	1	206	0	0	0	9	0	13	17	0	0	0	0	0	0	3	0	54	14	0	0	10	0	0	0	0	1	0	0	0	0	256	0	0	0	0	0	0	0	0	1	1	0	0	0	0	56	0	41	7	3	3	0	7	0	0	0	0	0	0	1	0	3165	0	3	0	0	0	0	0	0	0	55	0	2	6	536	184	1	196	56	0	1	2	0	85	2	0	0	8	0	6	0	0	6	0	0	0	5	0	0	0	0	0	29	0	0	0	0	6	2	0	1	0	0	1	0	24	0	1061	0	1	0	0	0	22	0	1	0	2	1	0	0	0	65	0	2	1	0	12	0	3109	15	0	3	0	0	0	1	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	2	0	1	353	74	348	0	0	0	8	1	0	9	0	65	12	0	0	0	653	0	76	0	23	0	1	9	0	0	3	0	293	0
64	0	0	46	0	0	0	0	0	15	5	0	0	0	9	0	0	0	0	23	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	131	2	1	0	0	1	0	0	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0	57	1	3	16	223	269	0	174	36	1	0	10	0	5	0	2	0	7	0	0	0	0	7	0	0	0	4	0	0	0	0	0	217	0	1	0	0	22	0	0	4	0	1	1	0	11	0	260	1	0	0	0	0	160	0	12	0	2	0	0	3	0	414	0	4	0	0	0	0	74	0	0	3	0	0	0	8	0	0	17	0	0	16	0	0	1	1	0	0	0	0	0	0	0	0	0	1	113	15	59	0	0	0	0	0	0	4	0	50	5	0	3	1	1050	0	210	0	21	0	0	4	0	0	6	0	53	0
65	5	32	2087	3	0	0	18	0	117	0	0	0	0	0	0	0	0	0	77	4	0	1	8	0	0	0	0	11	0	1	2	0	37	0	0	4	0	0	0	0	0	0	0	0	2	3	0	23	0	31	19	2	0	0	0	0	1	0	0	0	1	0	0	2391	0	2	0	0	0	4	0	0	1	313	0	2	2	1099	81	1	1024	193	0	1	0	2	250	1	0	0	0	2	41	2	1	23	0	0	1	32	3	0	1	1	1	625	0	4	13	1	27	0	0	18	0	1	0	0	12	0	893	0	2	0	0	0	616	0	35	3	5	9	0	11	0	1158	6	15	1	1	2	0	971	0	0	5	0	1	0	12	0	0	2	1	1	160	0	2	0	2	0	2	0	0	2	0	4	1	1	4	649	63	204	1	0	0	0	0	3	1	0	118	58	0	2	1	922	0	41	2	2	0	43	30	7	0	62	0	521	0
66	0	16	2127	4	0	0	1	0	20	0	1	0	0	0	0	10	201	180	125	15	0	5	5	0	0	0	0	3	0	0	0	0	68	0	0	1	0	0	0	11	0	0	0	0	4	0	1	64	18	194	41	1	7	0	9	1	1	0	0	0	0	4	0	5864	0	3	0	0	0	1	0	0	0	65	0	6	17	752	60	1	197	81	2	1	0	0	157	0	0	0	0	0	11	0	0	13	0	0	2	55	0	0	0	0	0	786	1	2	1	0	25	0	0	46	0	0	0	0	21	8	2289	0	1	2	0	0	529	0	31	1	7	7	1	14	0	1751	15	41	2	0	0	1	1093	0	0	37	16	0	0	65	0	0	1	0	0	204	0	0	0	1	0	0	0	6	254	0	1	5	0	2	1006	18	95	0	1	0	1	1	45	10	0	146	99	5	6	0	1982	0	79	9	41	0	0	1	1	0	5	0	580	0
67	0	2	218	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	87	20	3	0	0	0	0	0	0	1	13	1	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	73	19	0	0	0	2	0	0	0	0	0	0	0	0	4107	0	0	0	0	0	0	0	0	0	7	0	0	5	228	88	0	17	0	1	0	0	0	1	0	0	0	4	0	0	0	0	2	0	0	0	4	0	0	0	0	0	61	0	0	0	0	8	0	0	3	0	0	0	0	23	0	1998	1	3	0	2	0	24	2	1	0	0	0	0	2	0	66	0	1	0	0	1	0	2121	0	0	4	1	0	0	11	0	0	0	1	3	196	0	0	0	0	0	0	0	0	6	1	2	6	0	5	1244	39	191	2	2	0	14	0	0	0	0	3	90	1	0	0	2534	0	157	0	79	0	0	16	0	0	3	0	1714	3
68	0	4	256	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	10	0	0	0	23	0	0	0	0	0	0	0	0	0	0	107	0	0	0	12	0	29	10	1	0	0	5	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	6	0	3	0	51	17	0	23	2	0	0	0	56	1	0	0	7	0	0	0	0	0	4	0	0	0	10	0	0	0	0	0	3	1	0	0	0	5	0	30	10	0	0	0	0	16	0	666	0	0	0	229	10	562	54	2	3	4	6	0	9	0	17	1	0	0	0	4	0	2601	0	0	0	0	0	0	5	0	0	0	1	1	284	0	0	0	0	0	0	0	0	1	0	2	0	0	0	107	9	61	0	0	0	11	0	0	0	0	1	7	0	2	0	1383	0	51	3	24	0	1	1	0	0	5	0	400	0
69	0	2	663	1	0	0	64	0	99	0	4	0	0	0	0	0	0	0	111	35	38	1	6	3	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	28	0	39	16	3	1	0	4	1	0	0	0	0	0	2	0	3983	0	0	0	0	0	0	0	0	0	135	1	6	38	927	139	2	449	126	2	0	2	0	0	0	0	0	8	1	1	0	0	14	0	0	0	2	0	0	0	0	0	5	0	0	1	0	0	9	0	1	0	2	0	0	35	0	1349	0	1	1	0	0	6	1	0	2	0	0	0	0	0	10	0	0	0	0	19	2	4487	0	0	7	0	0	0	17	1	0	0	0	0	525	0	0	0	0	0	0	0	0	0	1	8	9	0	9	1452	44	157	0	0	0	71	3	167	0	0	658	60	5	4	3	3453	5	163	9	64	16	0	12	0	2	726	0	974	0
70	0	3	217	0	0	0	19	0	54	0	0	0	0	0	0	0	5	2	35	3	0	0	5	3	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	3	12	0	10	0	22	9	0	1	0	4	0	0	0	0	0	0	0	0	2085	0	2	0	0	0	0	0	2	0	25	28	3	38	645	18	1	38	7	0	0	0	0	59	0	0	0	36	0	0	0	1	5	0	0	0	28	2	0	1	1	0	492	3	6	42	0	102	1	0	19	0	0	0	0	18	0	734	0	0	0	0	0	373	0	33	2	1	10	1	3	0	904	1	15	1	0	0	0	321	0	0	6	0	26	0	31	0	0	0	0	0	48	1	0	1	2	0	0	1	0	0	0	2	0	0	0	669	8	39	0	0	0	0	0	0	6	0	11	2	0	7	0	1608	0	11	21	12	0	1	0	0	0	7	0	774	1
71	0	4	196	2	0	0	1	0	14	0	0	0	0	0	0	0	12	10	140	14	36	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1	46	0	127	22	0	1	1	16	1	0	3	1	4	0	4	0	4572	0	2	3	0	0	0	0	0	0	18	0	1	14	1094	362	2	82	14	0	1	0	0	24	0	0	0	5	0	2	0	2	8	0	0	0	60	2	0	0	1	0	776	0	1	0	2	46	0	0	33	0	0	0	0	34	0	1544	2	2	1	0	0	742	1	122	8	1	11	0	5	0	1900	23	35	3	1	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	2	4	0	0	1	0	0	0	0	2	0	4	890	31	232	0	0	0	11	0	12	3	0	61	0	2	1	0	667	0	16	2	6	0	0	0	0	0	0	0	743	0
72	0	4	308	0	0	0	39	0	44	0	0	0	0	18	0	5	0	0	185	58	22	8	17	1	0	0	0	0	0	0	0	0	203	0	0	2	0	0	0	0	0	0	0	12	2	70	0	76	0	166	43	2	2	3	25	5	0	0	0	0	0	4	0	7763	0	6	0	0	0	0	0	2	0	100	0	3	37	984	57	1	251	58	2	0	3	0	22	0	0	0	0	3	28	0	1	18	0	0	0	155	17	0	4	4	2	1031	4	11	61	0	96	0	98	68	0	1	0	0	45	0	2564	1	0	1	138	8	1649	79	167	28	15	28	2	34	1	2582	28	88	8	1	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	1	2	0	0	9	0	0	0	2	2	0	2	717	70	313	0	0	12	0	0	30	0	0	195	2	0	1	0	1244	0	96	1	6	5	7	81	4	2	257	0	144	1
97	0	1	43	0	0	0	7	0	6	2	1	0	0	7	0	0	0	0	12	0	1	0	3	8	0	0	0	12	0	1	0	0	2744	0	0	1	0	0	0	0	17	33	4	0	0	2	0	6	0	10	1	0	0	0	1	0	0	0	2	2	0	0	0	257	0	0	0	0	0	0	0	0	0	4	0	0	1	38	1	0	26	5	0	0	3	0	303	1	0	0	0	10	35	0	1	0	0	0	3	11	0	0	0	0	0	270	2	2	4	1	33	13	0	7	0	0	0	0	1	0	138	0	0	1	0	0	247	0	28	1	0	1	0	2	0	575	1	6	0	1	0	0	8	0	0	1	0	5	3	7	0	0	0	0	0	0	0	1	0	0	2	0	1	0	4	0	0	0	0	0	1	5	5	0	0	0	39	0	3	0	0	10	0	1	0	0	43	0	8	0	0	1	0	0	0	0	14	0	38	0
98	0	3	107	1	3	0	51	0	32	0	26	0	0	18	0	0	0	0	31	9	3	1	0	4	0	11	0	2	0	1	0	0	418	2	0	16	0	14	8	0	2	3	0	0	1	2	0	6	1	84	1	0	0	0	1	1	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	1	31	3	2	22	252	4	0	44	23	0	0	0	0	380	3	0	0	1	78	728	1	0	3	1	0	17	11	1	0	0	1	0	172	1	2	14	0	15	1	0	16	0	0	0	0	21	1	294	0	0	0	0	0	193	0	18	1	1	1	0	1	0	394	1	12	1	1	0	0	51	0	0	24	0	0	5	13	0	0	0	0	0	5	0	0	2	0	0	0	1	0	8	0	0	0	0	0	5	1	17	0	0	0	11	0	0	0	0	7	3	0	5	0	60	0	6	0	0	14	0	1	0	0	46	0	20	0
99	0	2	94	0	3	0	7	1	3	0	104	0	0	1	0	0	0	0	14	9	8	0	0	0	0	2	1	1	0	0	0	0	180	0	0	3	0	2	0	0	1	0	0	0	0	0	2	15	2	35	3	0	0	0	3	0	0	0	0	0	0	2	2	657	0	1	0	0	0	2	0	0	0	19	1	8	11	182	0	0	18	11	0	0	2	0	96	0	0	0	2	12	85	0	1	5	4	0	53	33	0	0	0	1	0	167	0	3	1	0	18	1	0	31	0	0	0	0	17	5	449	0	0	0	0	0	146	0	21	0	3	3	0	6	0	484	1	13	0	0	0	0	5	0	0	5	0	3	1	10	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	3	4	13	0	0	0	6	0	0	0	0	3	1	0	0	0	16	0	0	0	0	6	4	0	0	0	24	0	23	0
100	0	1	61	0	0	0	2	0	5	0	19	0	0	4	0	1	0	0	20	5	0	1	0	0	0	0	0	2	5	1	0	0	109	0	0	4	0	0	0	0	0	1	0	0	0	1	0	14	1	26	5	0	0	0	4	0	0	0	0	0	0	0	0	727	0	0	0	1	0	0	0	0	1	2	9	2	8	218	2	0	28	2	0	0	1	0	79	1	0	0	0	13	45	1	1	2	0	0	3	27	0	0	0	0	0	230	0	1	0	0	24	0	0	24	0	1	0	0	24	0	392	0	0	1	0	0	162	0	13	0	0	0	0	5	0	519	5	15	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	2	0	2	0	0	0	0	0	2	1	6	0	0	0	2	0	0	0	0	0	0	0	2	0	11	0	0	0	0	1	0	3	0	0	15	0	35	0
101	0	1	112	0	0	0	22	0	3	0	3	0	0	2	0	0	0	0	21	8	4	0	1	0	0	0	0	2	11	0	0	0	241	0	0	3	0	1	0	0	0	0	0	0	0	11	0	19	0	50	2	0	0	1	1	0	2	0	0	0	0	0	0	868	0	2	0	1	0	0	0	0	0	5	1	2	8	150	3	0	19	9	0	0	8	0	189	1	0	0	0	1	26	0	0	1	0	0	9	36	4	0	0	2	0	469	2	3	3	0	111	0	0	48	0	0	0	0	25	0	508	0	2	0	0	0	434	0	72	1	6	4	0	11	0	1014	10	28	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	4	0	3	0	0	0	0	0	5	11	18	0	0	0	0	0	0	0	0	1	0	0	1	0	66	0	1	0	0	1	0	1	0	0	3	0	18	0
102	0	1	21	0	0	0	4	0	5	0	8	0	0	2	0	1	0	0	8	3	1	0	3	1	0	0	0	7	3	0	0	0	100	0	0	2	0	1	1	0	0	0	0	0	2	5	4	18	0	120	2	0	0	0	7	1	0	0	0	0	1	1	0	629	0	1	0	0	0	0	0	0	0	5	2	6	24	228	0	0	11	10	0	0	4	0	120	2	0	1	0	3	24	0	0	7	0	0	3	50	2	0	0	1	1	378	2	3	4	0	41	0	0	55	0	0	0	0	47	2	542	2	0	0	0	0	399	0	50	1	2	4	0	3	0	813	10	26	1	0	0	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	2	0	3	0	1	0	11	0	0	0	0	0	3	9	41	0	0	0	13	0	1	0	0	4	0	0	1	0	21	0	1	0	0	3	0	0	1	0	4	0	9	0
103	0	0	72	0	0	0	8	0	8	0	4	0	0	3	0	1	0	0	30	5	5	0	1	101	3	1	0	1	0	0	0	0	83	0	0	2	0	0	0	0	0	0	0	12	1	7	0	24	0	90	4	0	0	1	6	1	0	0	0	0	0	2	0	1045	1	2	0	0	0	0	0	0	0	6	0	4	2	163	0	0	5	0	0	0	1	0	64	0	0	0	0	30	56	0	1	12	0	0	0	38	0	2	0	1	2	249	0	1	27	0	16	0	0	45	0	0	0	1	71	0	587	0	1	0	18	1	293	11	32	1	8	10	0	8	1	504	8	22	0	0	0	0	17	0	0	27	0	3	0	25	0	0	0	0	0	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	6	3	28	0	0	0	11	0	0	1	0	6	0	0	1	0	41	0	3	0	0	4	3	2	0	0	22	0	56	0
104	0	0	30	1	0	0	5	0	5	0	0	0	0	7	0	0	0	0	23	17	4	1	2	91	9	0	0	0	3	0	0	0	142	0	0	0	0	0	0	0	0	1	0	1	1	3	1	12	0	21	0	0	0	1	1	0	2	0	0	0	0	0	0	308	0	0	0	0	1	0	0	0	0	3	1	1	4	83	0	0	6	0	0	0	1	0	139	0	0	0	0	1	31	0	0	2	0	0	1	21	3	0	0	0	1	324	1	2	15	1	20	0	0	24	0	0	0	0	10	0	260	0	0	0	4	0	297	1	50	0	0	9	0	9	0	627	7	13	0	1	0	0	3	0	0	8	0	0	0	19	0	0	0	0	0	0	0	1	1	1	4	0	1	0	1	0	0	0	0	0	1	0	17	0	0	1	17	0	4	0	0	23	0	0	1	0	45	0	3	0	0	0	0	1	1	0	8	0	48	0
105	0	0	19	0	0	0	15	0	9	0	3	0	0	5	0	2	0	0	44	7	3	0	11	40	2	0	0	3	2	2	0	0	381	0	0	5	0	0	0	0	77	224	12	0	0	0	0	6	0	49	5	0	0	0	0	0	0	5	2	8	1	0	0	199	0	0	0	0	0	0	0	0	0	7	2	1	3	73	16	0	13	2	0	0	2	1	83	1	0	0	0	4	23	0	0	1	0	0	1	6	0	0	1	0	0	105	0	0	2	0	15	36	0	2	0	0	0	0	16	0	143	0	0	0	0	0	77	0	5	1	0	1	0	2	0	181	0	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	3	0	0	0	19	0	1	0	0	8	0	0	1	0	57	0	1	0	0	0	0	0	0	0	6	0	11	0
106	0	1	234	1	0	0	37	0	15	0	3	0	0	6	0	0	0	0	44	12	0	0	4	44	1	0	0	1	0	0	0	0	104	0	0	3	0	0	2	0	29	147	8	0	0	0	0	4	0	112	1	0	0	0	0	0	0	0	3	6	0	0	0	220	0	0	0	1	0	0	0	0	0	7	4	0	4	129	131	0	17	7	0	0	1	0	139	0	0	0	1	9	51	0	0	2	0	0	1	5	0	0	0	0	0	94	0	0	1	0	14	30	0	1	0	0	0	0	27	0	182	0	0	1	0	0	74	0	2	0	2	0	0	1	0	229	0	4	0	0	0	0	7	0	0	3	0	0	3	9	0	0	6	0	0	0	0	0	0	0	1	0	1	0	9	0	0	0	0	0	3	2	5	0	0	0	198	0	0	0	7	16	1	0	0	0	57	0	1	0	0	0	2	0	4	0	16	0	16	0
